;SPXT Index;S5INFT Index;S5TELS Index;S5CONS Index;S5COND Index;S5ENRS Index;S5FINL Index;S5HLTH Index;S5INDU Index;S5MATR Index;S5RLST Index;S5UTIL Index;GB03 Govt;S5SFTW Index;S5TECH Index;S5MEDA Index;S5SSEQX Index;S5DIVF Index;S5PHRM Index;S5RETL Index;S5CPGS Index;S5HCES Index;S5ENRSX Index;S5FDBT Index;S5BANKX Index;S5MATRX Index;S5UTILX Index;S5REAL Index;S5INSU Index;S5HOTR Index;S5AUCO Index;S5FDSR Index;S5HOUS Index;S5TRAN Index;S5COMS Index;S5CODU Index;S5TELSX Index
;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?
Dates;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;PX_Last;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS
#NAME?;369.55;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?
06.09.05;1854.23;372.0685;193.4204;337.5519;332.5753;627.8393;585.1566;496.6512;376.5312;247.8777;134.38;364.7647;3.49;466.8923;342.4448;222.5633;425.3631;822.2026;479.6956;541.5431;436.3793;417.516;627.8393;367.4493;571.9596;247.8777;364.7647;169.1661;433.8828;355.0412;194.6452;221.6879;443.7651;274.0794;241.3176;263.106;193.4204
07.09.05;1859;372.0199;192.6282;337.6732;335.4614;629.182;585.4737;500.1411;377.5725;249.4715;133.4;364.5265;3.482;465.9458;343.2247;223.314;424.5223;824.2933;484.4944;546.9265;438.0184;418.4412;629.182;368.1386;571.1158;249.4715;364.5265;167.9324;434.6048;362.2871;195.8919;222.1801;441.6986;272.8707;242.9194;264.6441;192.6282
08.09.05;1852;372.8118;191.7481;336.366;332.4094;628.8573;582.2744;498.819;375.4882;248.3602;132.89;361.2169;3.461;463.3986;344.1078;221.9512;430.1737;822.6696;483.6016;539.7959;435.7108;416.8185;628.8573;368.0207;567.0751;248.3602;361.2169;167.2904;430.583;358.8457;193.9938;220.4082;438.8501;270.9626;241.7082;263.432;191.7481
09.09.05;1866.74;373.8298;192.6923;338.123;334.6765;646.4735;586.5157;501.1847;377.4944;250.9045;133.67;365.5331;3.471;464.08;347.3305;223.0252;426.4167;828.2535;486.3218;543.1954;438.5435;418.2032;646.4735;368.8755;569.1522;250.9045;365.5331;168.2723;436.7674;361.9075;194.5531;221.4664;443.8453;270.2497;243.7919;267.0283;192.6923
12.09.05;1865.45;374.3203;191.8121;338.4322;335.7889;634.9214;587.455;499.4739;379.8364;251.6649;132.74;364.8173;3.481;466.8997;348.0076;222.9032;423.2558;832.7811;484.6757;547.8149;441.5835;416.7384;634.9214;369.6124;568.3733;251.6649;364.8173;167.1016;437.2684;361.4832;196.0614;222.4508;441.616;271.9751;243.0887;267.5678;191.8121
13.09.05;1851.87;374.5223;191.108;334.8232;331.2096;628.911;584.204;493.4059;378.3316;248.837;131.53;362.2146;3.472;466.7006;347.7419;220.4767;425.2992;829.1081;479.3748;536.7353;440.1464;410.8565;628.911;366.8311;563.488;248.837;362.2146;165.678;436.385;356.7356;195.2649;219.4977;435.4099;269.7081;242.3594;265.8235;191.108
14.09.05;1845.84;371.2119;190.0197;333.5977;327.9084;635.5182;582.8952;492.4302;375.5932;249.656;131.81;363.8847;3.431;463.2055;344.4375;218.6091;421.1592;827.0522;478.3704;529.9953;436.5952;410.1355;635.5182;366.5647;563.0906;249.656;363.8847;166.0307;434.2092;351.9536;196.2647;218.3534;432.0247;269.0713;240.432;263.3177;190.0197
15.09.05;1846.76;369.6732;190.3558;334.7429;328.4998;635.7292;583.1666;492.5639;376.1219;249.236;132.56;366.83;3.441;461.2557;343.4049;220.2617;418.4346;826.1121;477.3799;528.4554;437.4105;411.7948;635.7292;368.3503;561.3627;249.236;366.83;167.2152;437.5849;354.9237;193.5024;217.3321;436.0566;269.7845;238.8432;263.2208;190.3558
16.09.05;1862.11;372.1525;192.7243;336.236;328.8192;643.5072;591.5432;496.3731;378.4401;251.2835;132.63;370.2794;3.481;461.0775;348.3156;222.3651;419.4961;838.0393;481.8021;526.0647;439.3864;413.9691;643.5072;369.8748;571.2328;251.2835;370.2794;167.3035;442.6352;355.9214;193.7227;217.8243;439.3317;273.4015;241.2915;260.91;192.7243
19.09.05;1851.74;369.6407;190.7239;334.1231;324.5588;657.894;586.8303;492.6441;373.2886;249.1043;131.45;369.6069;3.522;458.3834;346.2733;219.6608;415.3028;835.1042;478.468;517.9386;433.8316;410.4445;657.894;367.9062;564.867;249.1043;369.6069;165.815;438.0332;351.7816;188.9097;216.7538;435.1484;268.9439;236.6162;259.9968;190.7239
20.09.05;1837.2;367.4119;188.7555;331.658;318.8982;653.0388;583.8354;488.9017;371.3365;245.5035;130.58;367.2396;3.596;456.6747;343.5311;217.6499;412.9613;832.6842;475.0921;508.6635;431.1509;406.9771;653.0388;365.464;559.9057;245.5035;367.2396;164.7175;436.7805;344.2703;186.2829;212.5211;436.4419;269.0585;235.2228;250.6153;188.7555
21.09.05;1820.49;363.2709;187.0272;327.3519;314.1064;660.6869;574.2794;486.6162;369.1268;242.8415;127.64;361.7506;3.389;450.972;339.8021;213.7318;408.7467;819.8183;472.5533;501.8285;426.6462;405.5238;660.6869;360.1922;550.7623;242.8415;361.7506;161.0089;429.3413;337.7108;184.9271;209.7526;432.0109;274.0638;233.9465;248.0693;187.0272
22.09.05;1827.54;363.9498;188.4034;329.6482;319.1655;656.9197;577.1064;487.2042;371.0356;243.8946;128.12;359.0604;3.451;450.0495;341.0987;214.3328;410.2473;825.7545;472.7765;515.297;428.5276;406.4851;656.9197;361.3026;552.565;243.8946;359.0604;161.6144;430.9242;346.2198;185.0457;212.4227;436.0016;275.643;236.8897;252.679;188.4034
23.09.05;1828.54;364.8436;188.8035;330.2117;319.9315;645.8779;578.5748;487.4315;373.3989;244.3187;128.06;360.1451;3.471;446.7893;343.9556;213.9861;412.2056;826.2945;470.2376;517.0857;431.4365;410.5818;645.8779;362.5313;552.7762;244.3187;360.1451;161.5387;435.1981;347.6074;186.6727;212.0782;436.7309;276.5473;238.8953;253.9106;188.8035
26.09.05;1829.05;364.1648;188.0674;329.6904;320.057;656.4488;577.2092;486.4558;372.3938;244.0993;128.29;362.1194;3.501;446.37;343.0492;213.7318;411.5032;824.91;469.1774;517.4529;430.6608;409.9067;656.4488;362.9903;548.9597;244.0993;362.1194;161.8289;436.4644;349.1211;186.6896;211.1799;434.7356;275.0826;237.059;253.6615;188.0674
27.09.05;1829.13;362.6713;186.8832;332.6629;319.2573;656.8385;577.4295;484.0633;374.6757;244.0701;128.13;363.2864;3.483;448.215;341.3511;213.1539;405.5005;825.4915;465.3412;517.767;433.5282;410.0669;656.8385;366.4693;548.8947;244.0701;363.2864;161.627;436.8338;346.8964;184.639;213.0502;438.2033;276.0888;238.3222;253.191;186.8832
28.09.05;1831.32;364.6528;188.9635;333.3814;317.2423;662.1587;575.1591;484.1697;374.7021;244.6456;126.82;366.8525;3.462;452.1251;342.7885;213.1642;406.7458;826.1699;465.5432;511.011;432.4402;410.0054;662.1587;367.8905;541.3792;244.6456;366.8525;160.3773;438.4359;347.8711;185.3338;212.0536;440.5427;280.0496;238.166;250.8939;188.9635
29.09.05;1847.62;368.9171;188.6435;336.1848;319.9669;666.6242;584.2867;485.7869;376.5668;246.2235;128.65;370.6891;3.534;457.6144;345.5537;215.4071;414.3981;837.3176;467.3707;517.4555;433.5244;411.001;666.6242;371.1623;550.7593;246.2235;370.6891;162.6915;446.3647;346.2198;184.1476;213.9976;443.5701;284.5199;240.432;251.9456;188.6435
30.09.05;1849.33;370.8858;189.9877;338.7628;322.0353;655.9557;582.7882;486.2147;377.9663;247.8784;130.15;370.1028;3.543;457.7402;347.3207;216.3435;419.9964;835.836;467.2033;519.8887;435.6447;412.1569;655.9557;372.3171;547.2804;247.8784;370.1028;164.5884;446.1405;351.0018;185.9452;215.0312;452.0193;283.7558;241.4738;253.6615;189.9877
03.10.05;1846.17;371.1347;188.9315;338.4811;321.3747;652.0748;581.8804;485.8454;375.969;246.9264;130.84;373.8814;3.563;455.7169;348.5024;215.0371;421.1245;838.1816;466.5895;519.0949;432.776;412.2135;652.0748;372.7168;545.6547;246.9264;373.8814;165.461;442.5622;355.1646;186.8948;214.5021;450.7258;283.5902;241.3566;254.049;188.9315
04.10.05;1827.96;366.9484;188.4355;337.2695;318.9708;629.7636;575.9055;488.1844;372.178;244.5831;128.4;367.8009;3.606;449.6154;345.7373;214.3319;414.7174;830.1794;469.6446;514.7232;428.4383;413.0719;629.7636;372.2875;538.2092;244.5831;367.8009;162.3754;440.3985;349.9927;183.6219;215.3019;444.0242;280.7501;238.739;249.7869;188.4355
05.10.05;1801.4;361.4738;186.2601;334.5655;313.9502;608.5404;573.1617;480.638;367.8269;238.9653;126.08;357.0788;3.554;444.4364;340.0382;211.0948;407.8207;826.7325;462.2545;507.938;424.0511;406.8508;608.5404;370.9151;536.5185;238.9653;357.0788;159.4415;437.7244;346.8356;175.906;213.4247;437.1437;276.2289;234.22;244.6531;186.2601
06.10.05;1794.04;358.1135;184.5034;333.1987;314.044;596.4105;574.5141;477.3485;371.2106;237.6031;125.61;352.4082;3.595;442.8743;336.4469;211.0832;401.5626;827.6062;458.2065;508.7642;428.0293;405.3284;596.4105;370.0118;539.3634;237.6031;352.4082;158.8471;438.1863;348.6071;174.0915;213.9416;431.3229;279.8713;233.8553;243.7536;184.5034
07.10.05;1800.71;358.9734;183.3914;332.3471;314.446;608.9626;575.2197;476.145;374.7031;240.1518;124.41;355.9784;3.604;442.6332;337.7894;211.245;402.9781;828.3689;455.4008;511.6909;432.3401;406.6219;608.9626;368.0421;540.8265;240.1518;355.9784;157.3296;438.7537;346.1979;172.7857;214.1231;431.1577;281.3742;236.2646;244.6669;183.3914
10.10.05;1787.8;355.794;182.9401;331.0506;311.8584;599.6581;571.5887;475.5833;372.257;238.7456;122.86;349.5903;3.604;441.7001;335.7929;210.5745;392.6969;823.6538;455.9173;509.7477;429.1243;404.6645;599.6581;365.3764;536.7623;238.7456;349.5903;155.3695;436.748;344.0297;162.967;214.6525;429.6715;281.2468;234.1028;241.0275;182.9401
11.10.05;1784.22;354.391;180.0932;331.3325;310.7029;612.1452;568.2774;472.0664;370.5855;239.0093;122.32;349.8293;3.645;439.7292;335.4946;209.1062;388.8867;817.108;453.0697;508.5391;426.8234;400.9557;612.1452;365.0358;534.2288;239.0093;349.8293;154.6866;435.0061;343.4331;163.8488;215.539;430.1807;281.7817;232.1102;239.7545;180.0932
12.10.05;1773.6;352.0715;179.8672;330.1787;307.1947;602.516;565.3594;472.8891;369.9604;237.1541;120.09;344.0278;3.699;437.2131;332.1787;205.9154;388.7164;809.8064;454.9933;502.9333;426.7402;400.0514;602.516;363.8271;533.9259;237.1541;344.0278;151.8665;433.4623;339.0133;166.7656;214.0738;429.8917;278.9161;232.0321;236.8624;179.8672
13.10.05;1772.36;354.2665;179.3667;328.8963;308.3629;588.2482;567.7362;475.5643;369.7566;236.7292;119.85;336.5531;3.74;438.6808;334.1407;206.031;393.1546;810.8053;459.155;504.782;427.0451;400.0972;588.2482;361.3093;537.8304;236.7292;336.5531;151.563;435.8519;341.2164;171.5139;213.4582;430.3183;277.2605;231.3419;236.4887;179.3667
14.10.05;1787.01;355.6469;180.4967;331.3484;311.3777;595.929;573.6264;478.0389;373.5752;237.6815;122.48;339.9428;3.79;442.9687;335.747;207.927;390.3342;818.0465;458.9735;510.7428;430.9955;405.7634;595.929;364.7602;544.5657;237.6815;339.9428;154.8889;439.1778;348.6175;171.48;215.3789;431.1577;282.1256;232.9047;239.6991;180.4967
17.10.05;1792.33;355.8732;179.0116;334.8857;312.345;601.4662;574.7589;477.5708;373.3578;239.1611;123.11;344.571;3.78;442.1195;335.8618;207.3489;392.3883;820.3078;456.6273;513.1484;430.3441;408.0298;601.4662;372.2989;544.5657;239.1611;344.571;155.6856;440.5768;343.3048;176.0586;216.7702;429.2312;283.119;233.2302;241.6918;179.0116
18.10.05;1774.32;355.3075;177.4295;332.0953;308.4826;574.8841;571.5527;476.6344;371.0068;236.612;122.06;337.8569;3.854;441.6372;334.898;205.187;392.5586;816.8811;456.3899;506.7729;427.9461;406.3013;574.8841;368.4629;540.7913;236.612;337.8569;154.3578;438.2408;339.7707;172.684;215.3666;426.5341;280.1388;231.9149;237.666;177.4295
19.10.05;1801.01;360.3311;178.7048;335.8749;314.4872;586.0723;582.8331;482.3223;376.0621;238.9853;123.8;339.0954;3.854;450.3073;340.5545;206.8287;392.3563;833.8344;461.6269;520.9816;433.4489;411.4589;586.0723;370.7733;551.5938;238.9853;339.0954;156.5582;446.3444;350.3845;172.8366;220.3654;430.8418;285.0676;235.1316;242.1226;178.7048
20.10.05;1774.02;357.6722;177.3488;332.7575;310.6935;561.9287;576.7748;471.7061;371.8063;236.8904;121.68;330.3605;3.833;446.7743;337.1353;203.3835;392.1009;825.0265;448.667;515.8503;427.1494;406.2948;561.9287;367.4705;547.917;236.8904;330.3605;153.8772;439.6794;344.5899;172.5822;218.1858;426.754;287.4619;230.9382;240.7524;177.3488
21.10.05;1776.73;358.9055;181.1263;332.56;310.0968;565.8098;579.5988;468.6964;368.9521;239.1904;122.8;334.5541;3.852;448.4202;339.3498;202.1696;390.6215;828.3844;442.8434;514.5942;422.9211;407.8287;565.8098;367.6038;550.5038;239.1904;334.5541;155.2936;442.3322;347.2979;170.6321;218.7153;424.4478;284.5199;236.6032;241.3614;181.1263
24.10.05;1806.59;363.1597;184.4357;335.8801;315.8438;584.4357;590.7903;472.4953;374.7828;244.567;125.3;343.2238;3.852;456.8911;342.7575;206.4934;392.4521;847.6769;446.4605;523.0673;429.6865;411.1141;584.4357;370.9511;559.6143;244.567;343.2238;158.4551;449.6967;353.8498;176.5843;221.5351;428.2509;291.8303;234.4414;243.6312;184.4357
25.10.05;1802.3;360.58;185.6464;334.949;313.3692;595.4619;588.4074;469.4989;373.2198;244.4937;125.05;343.5497;3.927;456.0524;339.935;206.4241;387.3222;847.0663;446.1951;514.1202;427.2465;404.8982;595.4619;370.877;555.482;244.4937;343.5497;158.139;447.4794;353.0351;174.8716;218.5676;429.3287;292.6327;233.8944;242.1641;185.6464
26.10.05;1794.56;359.6137;184.5487;333.2561;311.6733;589.7134;590.862;464.0681;370.4879;246.3543;124.09;339.1171;3.895;457.4572;337.8811;205.9616;385.5266;853.5612;443.2764;512.4611;424.5431;397.0913;589.7134;369.6774;556.7767;246.3543;339.1171;156.9249;448.7728;346.9881;174.5324;217.7425;425.1005;289.9836;230.4693;240.4756;184.5487
27.10.05;1776.01;354.8722;184.0805;330.3492;305.1174;576.639;588.7597;461.7272;367.0629;244.4791;122.63;335.5459;3.885;452.4669;333.7735;203.7187;378.1315;846.8144;437.8717;499.7337;420.2593;399.5181;576.639;366.8929;556.5522;244.4791;335.5459;155.0786;448.9641;338.4511;168.8515;213.8145;424.2563;287.5256;230.1568;233.9104;184.0805
28.10.05;1805.56;357.9163;187.4544;336.1076;310.9608;590.4165;598.6635;469.2552;373.111;248.5225;126.9;342.8069;3.914;461.0762;334.0948;206.0276;381.3251;858.4035;444.5472;512.7455;427.4267;406.6903;590.4165;372.5755;568.4535;248.5225;342.8069;160.4785;454.497;346.4373;169.2018;217.5209;433.3221;290.8879;234.9753;239.1012;187.4544
31.10.05;1818.5;362.7479;187.6643;337.8432;315.6852;594.6732;601.1948;471.9039;373.7362;249.1524;127.67;346.6768;3.883;465.8467;339.6252;207.6578;385.8815;862.8865;446.5443;525.627;427.5099;409.6784;594.6732;373.0051;568.1277;249.1524;346.6768;161.4522;458.9453;348.5142;172.5695;222.0031;432.5205;294.161;234.246;242.6191;187.6643
01.11.05;1812.11;360.6772;188.0033;335.1905;315.8612;598.3775;598.6635;469.5495;372.3635;249.6652;124.35;339.7198;3.958;470.3342;335.8618;208.363;378.4082;857.4597;443.8629;524.3116;425.1392;408.2702;598.3775;370.9755;565.1792;249.6652;339.7198;157.2537;460.9121;348.3995;171.5659;220.1683;427.2828;294.8869;235.1707;244.1425;188.0033
02.11.05;1830.43;364.9544;190.5539;336.7144;321.4526;609.0356;604.7184;469.9557;375.8999;252.7182;124.87;341.604;3.926;470.3971;339.9694;211.6118;390.2142;865.4522;443.7792;533.7682;428.106;409.2769;609.0356;372.3829;569.5641;252.7182;341.604;157.9113;468.2776;354.4465;172.6715;221.1288;429.9224;300.0246;239.7939;250.8596;190.5539
03.11.05;1838.86;369.2026;187.7773;337.6343;321.7652;620.694;603.9019;473.1932;377.9799;251.6627;124.09;341.2936;3.936;468.5727;345.9702;209.4729;399.6924;865.5769;449.4357;536.4938;430.3865;408.464;620.694;371.9829;567.6072;251.6627;341.2936;156.9249;468.2954;358.743;173.1137;222.9266;432.0369;302.8654;239.5594;251.7556;187.7773
04.11.05;1839.16;371.2626;188.8266;337.2674;322.783;605.7299;606.2048;475.1865;377.8576;251.5748;123.62;340.9235;3.956;472.1585;347.7486;208.9642;400.9397;868.2893;452.1452;539.5512;430.9133;409.0365;605.7299;370.3977;570.9666;251.5748;340.9235;156.3306;469.6296;362.8168;173.0797;223.8378;432.0369;300.445;239.5464;252.1296;188.8266
07.11.05;1843.27;372.9943;187.5513;338.1098;325.1311;595.8553;610.6719;476.0828;379.244;252.6156;124.44;340.1834;3.914;475.5241;347.5651;210.0742;405.8008;875.7887;453.0251;543.4856;432.2859;409.7692;595.8553;370.9595;575.2133;252.6156;340.1834;157.3675;472.0998;364.0636;175.614;225.8449;431.1662;302.84;239.2729;255.6122;187.5513
08.11.05;1837.8;372.1161;188.4553;337.0936;321.2813;600.6568;608.224;474.8349;377.3323;251.3067;124.22;339.9194;3.958;475.5024;345.7925;209.6695;405.7369;873.4718;452.2317;535.6516;430.2355;408.1435;600.6568;370.2333;572.4162;251.3067;339.9194;157.2748;469.4985;361.0788;172.4037;223.69;431.871;301.8718;236.219;247.6577;188.4553
09.11.05;1841;372.4194;189.1172;337.9614;321.5365;596.3921;611.1873;475.8969;378.1214;251.292;125.81;342.928;3.957;473.2796;345.7925;210.5944;410.4104;879.095;454.6247;536.9553;431.0868;407.1445;596.3921;369.8776;574.7159;251.292;342.928;159.2879;470.6081;360.2063;169.1234;225.0507;434.4278;302.7763;236.4797;247.4191;189.1172
10.11.05;1856.9;374.8417;190.9252;341.7016;326.8104;580.4727;622.3609;481.4904;382.7587;254.7419;129.11;341.2564;3.966;478.5016;345.8499;213.0917;415.6618;895.158;457.7306;548.5576;436.6911;415.0559;580.4727;373.8051;585.8705;254.7419;341.2564;163.4661;477.8208;368.1329;166.9365;228.6102;437.5373;305.7955;238.656;251.9319;190.9252
11.11.05;1862.56;375.6455;190.9575;342.0968;327.7287;583.8096;625.5454;482.4417;383.9418;258.1046;130.4;338.0496;3.966;479.3194;347.9275;213.4733;413.508;899.167;458.5426;549.6716;437.9951;415.9833;583.8096;374.3534;590.4539;258.1046;338.0496;165.0993;478.4417;369.8859;169.7213;229.0783;437.4544;306.6618;239.9201;251.8487;190.9575
14.11.05;1861.25;375.8266;191.571;340.9395;327.7734;586.7278;625.6308;477.9882;384.3813;260.5063;129.81;335.6425;3.975;480.3051;346.2401;212.4817;417.3144;899.515;452.6689;553.0255;438.2511;414.4574;586.7278;372.9455;589.2632;260.5063;335.6425;165.1027;479.908;370.0589;168.2691;229.1152;434.718;308.1395;239.6725;251.2942;191.571
15.11.05;1854.28;375.3475;189.4723;339.3409;323.1818;586.2069;619.7066;481.4584;383.9452;260.3154;129.74;336.4282;4.009;479.7292;346.8485;211.0826;414.1142;890.964;455.1611;540.0958;438.7059;418.5678;586.2069;372.2193;583.7012;260.3154;336.4282;165.0136;474.7165;367.1642;164.9888;226.4302;433.4046;304.0884;240.2199;248.7158;189.4723
16.11.05;1857.97;376.9899;189.4078;339.4746;322.5279;598.7411;617.2771;480.1454;385.4967;260.7087;129.37;338.938;3.999;483.6348;348.8113;209.6951;412.3119;888.5132;453.2289;542.2851;441.4204;418.396;598.7411;370.4944;579.4114;260.7087;338.938;164.6564;474.2471;364.2565;161.4522;226.8333;437.2754;302.7381;239.9968;250.5847;189.4078
17.11.05;1875.49;382.053;192.6848;339.6016;327.2759;599.4744;624.2529;482.8786;389.1837;264.1487;131.01;344.0232;4.009;491.3408;353.5405;212.0423;416.0018;896.0316;455.3992;550.3815;444.3984;421.3271;599.4744;366.7888;586.8002;264.1487;344.0232;166.7437;480.7478;368.93;165.6039;229.3834;441.5056;309.8976;242.1721;255.8531;192.6848
18.11.05;1883.99;382.7326;194.4606;340.3357;329.091;602.0164;627.3076;484.3683;393.4866;264.8395;131.64;344.0887;4.007;489.2516;354.7113;212.9095;419.4678;901.5173;457.7416;551.8633;449.0481;421.3271;602.0164;367.0112;590.1113;264.8395;344.0887;167.5455;481.5908;371.134;172.3695;230.3074;442.9295;315.2003;243.0995;256.5928;194.4606
21.11.05;1893.93;383.0384;194.9772;341.1968;330.6137;614.8898;630.5822;485.1325;396.2504;266.4059;132.35;344.8089;3.976;489.0731;355.2049;213.2135;420.0863;905.4993;457.8538;554.3527;453.1009;422.8499;614.8898;367.6782;595.6407;266.4059;344.8089;168.4492;481.6965;374.8151;172.4378;230.6646;445.0585;315.2003;243.1278;258.7573;194.9772
22.11.05;1903.66;385.4609;196.43;343.1873;332.0986;623.2167;635.3909;482.8952;397.7769;267.4494;134.14;345.3306;3.916;486.9419;357.6958;213.8958;429.2983;911.7925;454.742;557.7193;454.3569;422.2697;623.2167;371.8895;600.746;267.4494;345.3306;170.7274;484.7377;375.346;172.1303;232.9067;441.2291;318.2379;243.7633;261.2271;196.43
23.11.05;1910.39;387.7606;196.2525;344.359;334.0152;621.6687;640.7895;483.3377;397.2784;266.2736;134.79;348.2701;3.947;487.5928;361.1171;215.0402;431.6768;921.2184;455.1905;558.4899;453.5521;422.6475;621.6687;373.2237;605.0847;266.2736;348.2701;171.5547;488.5855;380.2849;174.3172;234.693;440.6762;317.8614;244.913;263.3638;196.2525
24.11.05;1910.39;387.7606;196.2525;344.359;334.0152;621.6687;640.7895;483.3377;397.2784;266.2736;134.79;348.2701;3.945;487.5928;361.1171;215.0402;431.6768;921.2184;455.1905;558.4899;453.5521;422.6475;621.6687;373.2237;605.0847;266.2736;348.2701;171.5547;488.5855;380.2849;174.3172;234.693;440.6762;317.8614;244.913;263.3638;196.2525
25.11.05;1914.41;388.7914;197.3663;345.0649;334.0781;623.4286;641.5768;484.0617;398.0136;268.1549;135.19;350.0178;3.945;486.5324;362.5404;215.6185;434.8978;924.0587;455.7092;559.2722;454.4269;423.4719;623.4286;373.8759;606.6471;268.1549;350.0178;172.0638;486.4699;378.4385;171.7886;234.5698;442.9848;318.4103;245.2657;264.0853;197.3663
28.11.05;1898.37;387.0243;198.5932;343.4754;330.8796;604.1185;637.7556;479.0741;395.6415;267.3171;133.96;348.7507;3.924;484.6846;361.1171;214.5996;431.8688;917.682;451.7003;550.4042;451.7487;418.1593;604.1185;372.4212;603.24;267.3171;348.7507;170.4983;484.3817;378;172.3695;232.7342;441.8098;316.4063;243.8678;259.1597;198.5932
29.11.05;1898.74;386.2314;198.9322;343.6984;330.3389;603.9434;637.5957;479.3643;396.3552;270.1688;134.09;349.3187;3.978;483.8762;360.5431;213.3164;430.2582;916.0808;448.9572;549.6983;452.8399;422.6325;603.9434;374.0173;602.1827;270.1688;349.3187;170.6638;486.5561;378.4732;172.852;229.4881;445.5147;316.3297;243.7395;259.9631;198.9322
30.11.05;1887.28;386.1182;196.8864;340.707;328.421;604.5324;629.3817;476.9315;395.3065;267.7136;132.95;345.9762;3.937;483.3198;359.6249;212.3092;432.8074;904.646;446.5723;547.7766;451.5622;420.6287;604.5324;370.8338;592.8947;267.7136;345.9762;169.2129;481.4899;375.6032;168.0002;226.9624;442.4733;315.717;243.0985;258.9133;196.8864
01.12.05;1910.23;392.3934;199.0981;342.4946;332.2495;621.8722;634.2579;481.3453;399.5632;272.9179;134.52;348.3138;3.967;489.2621;363.9408;214.451;446.3636;913.2808;448.8453;551.276;456.7535;427.0983;621.8722;373.4186;595.9729;272.9179;348.3138;171.2111;485.3162;385.5856;169.4185;226.5928;446.3579;317.2232;247.1669;262.6788;199.0981
02.12.05;1910.86;392.7332;197.742;342.4239;333.3955;622.1004;634.5978;483.2369;397.8744;272.3005;134.33;347.6802;3.987;490.9629;362.3109;215.516;449.9473;916.1358;450.2203;552.6046;454.7536;429.3197;622.1004;373.671;595.9893;272.3005;347.6802;170.9693;483.9922;386.3934;168.8888;226.9994;444.6161;315.6532;246.9968;264.5685;197.742
05.12.05;1906.42;389.6052;197.4999;341.11;331.4561;626.5067;633.3861;483.5991;396.2712;272.5815;133.07;347.931;3.997;486.2699;361.9293;215.1224;441.0947;917.1664;449.6591;547.4563;454.2043;430.8999;626.5067;372.0378;596.8244;272.5815;347.931;169.3656;478.7493;384.0853;168.4616;225.2992;444.9064;310.6112;244.9253;262.8594;197.4999
06.12.05;1908.89;391.0438;197.0317;341.0111;332.7155;629.6035;632.1042;482.9149;397.5661;274.7136;132.38;347.3774;4.03;485.892;364.6502;216.1065;442.1826;915.2306;447.0634;550.2914;454.746;433.0183;629.6035;371.0578;596.3331;274.7136;347.3774;168.4874;477.2213;384.8124;167.761;226.0138;445.3211;314.6879;245.9985;263.6792;197.0317
